"id";"identifier";"city_id";"police_station_id";"location_id";"created_at";"updated_at";"deleted_at"
234;"SL 132 - Mar del Plata y Alberdi";1;6;234;"2025-05-06 20:09:40";"2025-05-06 20:09:40";""
235;"SL 133 - José Hernández (Cooperativa)";1;6;235;"2025-05-06 20:11:25";"2025-05-06 20:11:25";""
236;"SL 134 - Italia y Granadero Puntanos";1;6;236;"2025-05-06 20:12:36";"2025-05-06 20:12:36";""
237;"SL 135 - Lafinur y Pringles";1;4;237;"2025-05-06 20:14:18";"2025-05-06 20:14:18";""
238;"SL 136 - Esc. Constancio C Vigil (Barrio Jardín)";1;2;238;"2025-05-06 20:17:16";"2025-05-06 20:17:16";""
239;"SL 137 - Ruta 3 (3er Rotonda)";1;7;239;"2025-05-06 20:19:02";"2025-05-06 20:19:02";""
240;"SL 138 - Plaza Cristo Rey";1;7;240;"2025-05-06 20:20:51";"2025-05-06 20:20:51";""
241;"SL 139 - Av. Palo Borracho y Los Eucaliptos";1;7;241;"2025-05-06 20:22:14";"2025-05-06 20:22:14";""
242;"SL 140 - Escuela Bernando Houssay";1;7;242;"2025-05-06 20:24:28";"2025-05-06 20:24:28";""
243;"SL 141 - Escuela Rodríguez";1;7;243;"2025-05-06 20:25:16";"2025-05-06 20:25:16";""
244;"SL 153 - Maternidad Dra. Baigorria";1;7;244;"2025-05-06 20:26:50";"2025-05-06 20:26:50";""
245;"SL 214 - Teniente Ibañez e Ituzaingo (Fija)";1;1;245;"2025-05-06 20:29:50";"2025-05-06 20:29:50";""
246;"SL 215 - Granadero Busto y Las Orquídeas";1;3;246;"2025-05-06 20:32:21";"2025-05-06 20:32:21";""
247;"SL 216 - Riobamba y Martin del Oyola";1;2;247;"2025-05-06 20:33:28";"2025-05-06 20:33:28";""
248;"SL 217 - Cristo Rey y Dr. Houssey (Fija)";1;7;248;"2025-05-06 20:35:05";"2025-05-06 20:35:05";""
249;"SL 218 - España y Caseros";1;1;249;"2025-05-06 20:39:28";"2025-05-06 20:39:28";""
250;"SL 219 - Riobamba y Julio A. Roca";1;2;250;"2025-05-06 20:41:38";"2025-05-06 20:41:38";""
251;"SL 220 - 9 de Julio y Falucho";1;1;251;"2025-05-06 20:42:27";"2025-05-06 20:42:27";""
252;"SL 221 - Aristóbulo del Valle y Falucho";1;6;252;"2025-05-07 10:34:18";"2025-05-07 10:34:18";""
253;"SL 222 - Felipe Velázquez y Orzali";1;2;253;"2025-05-07 10:36:48";"2025-05-07 10:36:48";""
254;"SL 223 - Balcarce y Constitución";1;1;254;"2025-05-07 10:40:37";"2025-05-07 10:40:37";""
255;"SL 224 - Aristóbulo del Valle y Justo Daract";1;6;255;"2025-05-07 10:46:25";"2025-05-07 10:46:25";""
256;"SL 225 - Justo Daract y Martin de Loyola";1;6;256;"2025-05-07 10:48:56";"2025-05-07 10:48:56";""
257;"SL 226 - Aristobulo del Valle y Estado de Israel";1;6;257;"2025-05-07 10:50:47";"2025-05-07 10:50:47";""
258;"SL 227 -  Aristóbulo del Valle e Italia";1;6;258;"2025-05-07 10:52:36";"2025-05-07 10:52:36";""
259;"SL 228 - Italia y Martin de Loyola";1;6;259;"2025-05-07 10:55:10";"2025-05-07 10:55:10";""
260;"SL 229 - Julio A. Roca y Constitución";1;1;260;"2025-05-07 10:56:26";"2025-05-07 10:56:26";""
265;"SL 230 - Julio A. Roca y Mitre";1;1;265;"2025-05-07 11:02:03";"2025-05-07 11:02:03";""
266;"SL 231 - Julio A. Roca y San Martin";1;1;266;"2025-05-07 11:03:42";"2025-05-07 11:03:42";""
267;"SL 232 - Julio A. Roca e Ituzaingo";1;1;267;"2025-05-07 11:04:53";"2025-05-07 11:04:53";""
269;"SL 233 - Julio A. Roca y General Paz";1;1;269;"2025-05-07 11:06:20";"2025-05-07 11:06:20";""
270;"SL 234 - Buenos Aires e Yrigoyen";1;1;270;"2025-05-07 11:07:24";"2025-05-07 11:07:24";""
271;"SL 235 - Centenario y Riobamba";1;2;271;"2025-05-07 11:08:39";"2025-05-07 11:08:39";""
272;"SL 236 - Pringles y Mitre";1;1;272;"2025-05-07 11:10:12";"2025-05-07 11:10:12";""
273;"SL 237 - Centenario y San Francisco";1;2;273;"2025-05-07 11:11:25";"2025-05-07 11:11:25";""
274;"SL 238 - 25 de Mayo y San Martin";1;1;274;"2025-05-07 11:12:52";"2025-05-07 11:12:52";""
275;"SL 239 - Centenario y Alem";1;2;275;"2025-05-07 11:13:53";"2025-05-07 11:14:12";""
276;"SL 240 - Ascasubi y Cane";1;3;276;"2025-05-07 11:15:24";"2025-05-07 11:15:24";""
277;"SL 241 - Belgrano y Caseros";1;1;277;"2025-05-07 11:16:25";"2025-05-07 11:16:25";""
278;"SL 242 - Las Heras y Mitre";1;1;278;"2025-05-07 11:17:35";"2025-05-07 11:17:35";""
279;"SL 243 - Rivadavia y Tomas Jofre";1;1;279;"2025-05-07 11:18:49";"2025-05-07 11:18:49";""
280;"SL 244 - Don Bosco y Alberdi";1;6;280;"2025-05-07 11:20:05";"2025-05-07 11:20:05";""
281;"SL 245 - Julio A Roca y Colon";1;1;281;"2025-05-07 11:21:04";"2025-05-07 11:21:04";""
282;"SL 246 - Centenario y Sucre";1;2;282;"2025-05-07 11:21:58";"2025-05-07 11:21:58";""
283;"SL 247 - Lafinur y Ayacucho";1;4;283;"2025-05-07 11:24:30";"2025-05-07 11:24:30";""
284;"SL 248 - Belgrano y Perón";1;2;284;"2025-05-07 11:25:58";"2025-05-07 11:25:58";""
285;"SL 249 - 25 de Mayo y Pje Santa Isabel";1;1;285;"2025-05-07 11:27:49";"2025-05-07 11:27:49";""
286;"SL 250 - Juan Barbeito y Zoilo Concha (FIJA)";1;17;286;"2025-05-07 11:29:36";"2025-05-07 11:29:36";""
287;"SL 251 - Rotonda Carlos Gardel";1;17;287;"2025-05-07 11:31:04";"2025-05-07 11:31:04";""
288;"SL 252 - Sucre y Arancibia Rodriguez";1;2;288;"2025-05-07 11:34:17";"2025-05-07 11:34:17";""
289;"SL 253 - Puerto Deseado y Juan Saa";1;16;289;"2025-05-07 11:39:44";"2025-05-07 11:39:44";""
290;"SL 254 - 9 de Julio y Blas Parera";1;1;290;"2025-05-07 11:41:43";"2025-05-07 11:41:43";""
291;"SL 255 - Lavalle y San Juan";1;2;291;"2025-05-07 11:42:34";"2025-05-07 11:42:34";""
292;"SL 256 - Belgrano y Pje. Buen Pastor";1;1;292;"2025-05-07 11:43:56";"2025-05-07 11:43:56";""
293;"SL 257 - Jose Zavala y Los Alelies (Fija)";1;3;293;"2025-05-07 11:45:38";"2025-05-07 11:45:38";""
294;"SL 258 - Republica del Líbano y Lamadrid";1;1;294;"2025-05-07 11:47:05";"2025-05-07 11:47:05";""
295;"SL 259 - Peron y Juan w Gez";1;1;295;"2025-05-07 11:48:33";"2025-05-07 11:48:33";""
296;"SL 260 - Riobamba y Aristobulo del Valle";1;2;296;"2025-05-07 11:49:55";"2025-05-07 11:49:55";""
297;"SL 261 - Barrio 9 de Julio";1;4;297;"2025-05-07 11:53:03";"2025-05-07 11:53:03";""
298;"SL 262 - Falucho y Las Heras";1;1;298;"2025-05-07 11:54:40";"2025-05-07 11:54:40";""
299;"SL 263 - Rivadavia y Balcarce";1;1;299;"2025-05-07 11:55:54";"2025-05-07 11:55:54";""
300;"SL 264 - Av del Fundador - Terminal";1;2;300;"2025-05-07 11:57:55";"2025-05-07 11:57:55";""
301;"SL 265 - 9 de Julio y Mitre";1;1;301;"2025-05-07 12:00:19";"2025-05-07 12:00:19";""
302;"SL 266 - Belgrano e Yrigoyen";1;1;302;"2025-05-07 12:02:15";"2025-05-07 12:02:15";""
303;"SL 267 - Justo Daract y Tucuman";1;6;303;"2025-05-07 12:03:32";"2025-05-07 12:03:32";""
304;"SL 268 - Falucho y Pasaje San Antonio";1;6;304;"2025-05-07 12:05:00";"2025-05-07 12:05:00";""
305;"SL 269 - Rotonda Nueva del Rio Seco";1;3;305;"2025-05-07 12:06:08";"2025-05-07 12:06:08";""
306;"SL 270 - Ruta N°3 y Salvador Segado";1;3;306;"2025-05-07 12:06:55";"2025-05-07 12:06:55";""
307;"SL 271 - Martin de Loyola y San Francisco";1;2;307;"2025-05-07 12:08:16";"2025-05-07 12:08:16";""
308;"SL 272 - Jose Hernandez y Chile";1;6;308;"2025-05-07 12:10:32";"2025-05-07 12:10:32";""
309;"SL 273 - 25 de Mayo y Portezuelo";1;7;309;"2025-05-07 12:31:42";"2025-05-07 12:31:42";""
310;"SL 274 - Catamarca y La Pampa";1;2;310;"2025-05-07 12:33:14";"2025-05-07 12:33:14";""
311;"SL 275 - Chaco y 9 de Julio";1;2;311;"2025-05-07 12:37:09";"2025-05-07 12:37:09";""
312;"SL 276 - Julio A. Roca y Sarmiento";1;2;312;"2025-05-07 12:38:42";"2025-05-07 12:38:42";""
313;"SL 277 - Los Eucaliptos y los Lapachos";1;7;313;"2025-05-07 12:40:08";"2025-05-07 12:40:08";""
314;"SL 278 - Juan Moreno y Florencio Varela";1;3;314;"2025-05-07 12:41:51";"2025-05-07 12:41:51";""
315;"SL 279 - Plaza 114 Viviendas";1;3;315;"2025-05-07 12:43:34";"2025-05-07 12:43:34";""
316;"SL 280 - Faro de la Sabiduria";1;3;316;"2025-05-07 12:44:36";"2025-05-07 12:44:36";""
317;"SL 281 - Bolivar y Constitucion";1;1;317;"2025-05-07 12:45:39";"2025-05-07 12:45:39";""
318;"SL 282 - Europa y Bolívar";1;4;318;"2025-05-07 12:48:58";"2025-05-07 12:48:58";""
319;"SL 283 - Dr. Houssey (Barrio Amppare)";1;19;319;"2025-05-07 12:51:24";"2025-05-07 12:51:24";""
320;"SL 284 - Perito Moreno y Boulevard (Fija)";1;3;320;"2025-05-07 12:53:47";"2025-05-07 12:53:47";""
321;"SL 285 - Rafael Obligado e Interseccion B° Kirchner";1;3;321;"2025-05-07 12:55:43";"2025-05-07 12:55:43";""
322;"SL 286 - Ruta N°3 y Ruta N°19";1;11;322;"2025-05-07 12:57:03";"2025-05-07 12:57:03";""
323;"SL 287 - Barrio Matias Mercado";1;2;323;"2025-05-07 12:58:12";"2025-05-07 12:58:12";""
324;"SL 288 - Rotonda del Puente Negro y Av. 5 Centenario";1;4;324;"2025-05-07 13:00:26";"2025-05-07 13:00:26";""
325;"SL 289 - Ecuador e Islas Malvinas";1;4;325;"2025-05-07 13:01:16";"2025-05-07 13:01:16";""
326;"SL 290 - Lafinur entre Tomas Jofre y Las Heras";1;4;326;"2025-05-07 13:03:42";"2025-05-07 13:03:42";""
327;"SL 291 - Santa Fe y Aristobulo del Valle";1;6;327;"2025-05-07 13:04:44";"2025-05-07 13:04:44";""
328;"SL 292 - Esteban Adaro y Republica Dominicana";1;6;328;"2025-05-07 13:05:58";"2025-05-07 13:05:58";""
329;"SL 293 - Ejercito de los Andes y Estado de Israel";1;6;329;"2025-05-07 13:09:50";"2025-05-07 13:09:50";""
330;"SL 294 - Villa del Carmen esq Esteban Adaro (2)";1;2;330;"2025-05-07 13:11:59";"2025-05-07 13:11:59";""
331;"SL 295 - Caferatta y Franco Pastore";1;16;331;"2025-05-07 13:13:24";"2025-05-07 13:13:24";""
332;"SL 296 - Mitchell de Ramirez y Virorco";1;12;332;"2025-05-07 13:15:47";"2025-05-07 13:15:47";""
333;"SL 297 - Ruta 147 y Franco Pastore";1;16;333;"2025-05-07 13:17:35";"2025-05-07 13:17:35";""
334;"SL 299 - Barrio 100 Viviendas - Solidaridad";1;17;334;"2025-05-07 13:18:57";"2025-05-07 13:18:57";""
335;"JK 300 - Perón y Pancha Hernández";14;5;335;"2025-05-07 13:20:51";"2025-05-07 13:22:59";"2025-05-07 13:22:59"
336;"SL 320 - Ingreso Parque Industrial";1;11;336;"2025-05-07 13:25:02";"2025-05-07 13:25:02";""
337;"SL 321 - Parque Industrial Calle 101 y 105";1;4;337;"2025-05-07 13:26:36";"2025-05-07 13:26:36";""
338;"SL 322 - Av. Santo Ortiz y Calle 101 (Fija)";1;4;338;"2025-05-07 13:29:00";"2025-05-07 13:29:00";""
339;"SL 323 - 25 de Mayo y Rawson";1;4;339;"2025-05-07 13:32:01";"2025-05-07 13:32:01";""
340;"SL 324 - Centenario y San Juan";1;2;340;"2025-05-07 13:33:05";"2025-05-07 13:33:05";""
341;"SL 325 - San Francisco y San Pablo";1;2;341;"2025-05-07 13:34:50";"2025-05-07 13:34:50";""
342;"SL 326 - 25 de Agosto y Hermanas Lucero";1;2;342;"2025-05-07 13:36:20";"2025-05-07 13:36:20";""
343;"SL 327 - B° Eden - Bv 2 de Abril y calle Ibarlucea";1;2;343;"2025-05-07 14:05:28";"2025-05-07 14:05:28";""
344;"SL 328 - Comisaria 2 - Sarmiento y Gdor Alric";1;2;344;"2025-05-07 14:06:43";"2025-05-07 14:06:43";""
345;"SL 329 - Comisaria 7 - 1 Rotonda";1;7;345;"2025-05-07 14:07:50";"2025-05-07 14:07:50";""
346;"SL 330 - Riobamba y Zoilo Concha";1;17;346;"2025-05-07 14:08:36";"2025-05-07 14:08:36";""
347;"SL 331 - Ruta 146 - Barrancas Coloradas";1;17;347;"2025-05-07 14:10:01";"2025-05-07 14:10:01";""
348;"SL 332 - Barrio 500 Viviendas del Sur - Mzna 119 casa 20";1;18;348;"2025-05-07 14:11:51";"2025-05-07 14:11:51";""
349;"SL 333 - Comisaria 41 Brio 500 Viviendas Sur";1;18;349;"2025-05-07 14:14:07";"2025-05-07 14:14:07";""
350;"SL 334 - Colombia esq. Av Lafinur";1;6;350;"2025-05-07 14:16:09";"2025-05-07 14:16:09";""
351;"SL 335 - Escuela Nro 70 - A. Brown y Constitucion";1;6;351;"2025-05-07 14:17:15";"2025-05-07 14:17:15";""
352;"SL 336 - Centro de Salud 1 de Mayo - Av. 5 Centenario 4620";1;4;352;"2025-05-07 14:19:26";"2025-05-07 14:19:26";""
353;"SL 337 - Barrio 500 Viviendas Norte - Mzna 93 casa 8";1;16;353;"2025-05-07 14:21:05";"2025-05-07 14:21:05";""
354;"SL 338 - Parque de las Naciones";1;2;354;"2025-05-07 14:23:59";"2025-05-07 14:23:59";""
355;"SL 339 - Comisaria Sexta";1;6;355;"2025-05-07 14:25:02";"2025-05-07 14:25:02";""
356;"SL 340 - Hospital Cerro de la Cruz";1;7;356;"2025-05-07 14:27:23";"2025-05-07 14:27:23";""
357;"SL 341 - Escuela JM de Rosas";1;4;357;"2025-05-07 14:29:36";"2025-05-07 14:29:36";""
358;"SL 342 - Escuela Guemes";1;2;358;"2025-05-07 14:32:40";"2025-05-07 14:32:40";""
359;"SL 344 - Fuerza Aérea y Corredor Vial";1;6;359;"2025-05-07 14:33:47";"2025-05-07 14:33:47";""
360;"SL 345 - Santa Fe y 9 de Julio";1;4;360;"2025-05-07 14:34:32";"2025-05-07 14:34:32";""
361;"SL 350 - Hito Terrazas del Portezuelo";1;3;361;"2025-05-07 14:35:22";"2025-05-07 14:35:22";""
362;"SL 352 - Europa y Antártida Argentina";1;4;362;"2025-05-07 15:05:01";"2025-05-07 15:05:01";""
363;"SL 360 - Av. Sarmiento entre Córdoba y Felipe Velázquez";1;2;363;"2025-05-07 15:07:38";"2025-05-07 15:07:38";""
364;"SL 362 - Escuela Sonrisas Coloridas";1;18;364;"2025-05-07 15:10:29";"2025-05-07 15:10:29";""
365;"SL 363 - Ruta 3 -LPR";1;18;365;"2025-05-07 15:13:15";"2025-05-07 15:13:15";""
366;"SL 364 - Solares del Norte";1;17;366;"2025-05-07 15:15:08";"2025-05-07 15:15:08";""
367;"SL 365 - Barrio Solidaridad";1;11;367;"2025-05-07 15:17:03";"2025-05-07 15:17:03";""
368;"SL 366 - Bernardo Houssay y Camino a las Sierras";1;19;368;"2025-05-07 15:19:40";"2025-05-07 15:19:40";""
369;"SL 367 - Riobamba y Héroes de Malvinas";1;2;369;"2025-05-07 15:21:18";"2025-05-07 15:21:18";""
370;"SL 368 - Héroes de Malvinas Y Sarmiento";1;2;370;"2025-05-07 15:22:34";"2025-05-07 15:22:34";""
371;"SL 369 - Sucre y Corredor Vial";1;2;371;"2025-05-07 15:25:45";"2025-05-07 15:25:45";""
372;"SL 370 - Sucre y Martin de Loyola";1;2;372;"2025-05-07 15:27:08";"2025-05-07 15:27:08";""
373;"SL 371 - Las Heras e Hipólito Yrigoyen";1;1;373;"2025-05-07 15:28:40";"2025-05-07 15:28:40";""
374;"SL 372 - Ituzaingo y 9 de Julio";1;1;374;"2025-05-07 15:44:48";"2025-05-07 15:44:48";""
375;"SL 373 - General Paz y 9 de Julio";1;1;375;"2025-05-07 15:46:26";"2025-05-07 15:46:26";""
376;"SL 374 - Paseo del Padre";1;1;376;"2025-05-07 15:48:12";"2025-05-07 15:48:12";""
377;"SL 375 - Mitre y Lavalle";1;1;377;"2025-05-07 15:49:26";"2025-05-07 15:49:26";""
378;"SL 376 - España y Corredor Vial";1;4;378;"2025-05-07 15:51:02";"2025-05-07 15:51:02";""
379;"SL 377 - Lafinur y 25 de Mayo";1;4;379;"2025-05-07 15:52:40";"2025-05-07 15:55:20";""
380;"SL 378 - Av. Lafinur y Ruta 146";1;11;380;"2025-05-07 15:56:59";"2025-05-07 15:56:59";""
381;"SL 379 - Ruta 146 y Maestras Lucio Lucero";1;11;381;"2025-05-07 15:58:47";"2025-05-07 15:58:47";""
382;"SL 380 - Bolívar e Ituzaingo";1;1;382;"2025-05-07 16:00:14";"2025-05-07 16:00:14";""
383;"SL 381 - Av. Del Fundador y Paso de Los Libres";1;2;383;"2025-05-08 14:27:06";"2025-05-08 14:27:06";""
384;"SL 382 - Plaza de Los Halcones";1;1;384;"2025-05-08 14:28:42";"2025-05-08 14:28:42";""
385;"SL 383 - Av. Lafinur y Av. Illia";1;1;385;"2025-05-08 14:29:58";"2025-05-08 14:29:58";""
386;"SL 384 - Av. Los Jilgueros esq Los Colibríes";1;7;386;"2025-05-08 14:31:46";"2025-05-08 14:31:46";""
387;"SL 385 - Au. Serranías Puntanas KM 787";1;3;387;"2025-05-08 14:32:56";"2025-05-08 14:32:56";""
388;"SL 386 - Av. Milstein y Av. El Cardenal";1;7;388;"2025-05-08 14:35:22";"2025-05-08 14:35:22";""
389;"SL 387 - Bolívar esq Rivadavia";1;1;389;"2025-05-08 14:36:27";"2025-05-08 14:36:27";""
390;"SL 288 - Corredor Eva Peron esq Sarmiento";1;2;390;"2025-05-08 14:37:36";"2025-05-27 07:28:38";"2025-05-27 07:28:38"
391;"SL 389 - Rotonda Axion Ruta 3";1;18;391;"2025-05-08 14:38:59";"2025-05-08 14:38:59";""
392;"SL 390 - Escuela Generativa Luis Bernardo Luisquiños";1;18;392;"2025-05-08 14:41:31";"2025-05-08 14:41:31";""
393;"SL 391 - Av. Illia esq Constitucion";1;1;393;"2025-05-08 14:43:05";"2025-05-08 14:43:05";""
394;"SL 392 - Rivadavia Esq Junin";1;1;394;"2025-05-08 14:44:24";"2025-05-08 14:44:24";""
395;"SL 393 - Don Bosco esq Aristobulo del Valle";1;6;395;"2025-05-08 14:47:30";"2025-05-08 14:47:30";""
396;"SL 394 - Eusebio Acosta esq Tierra";1;3;396;"2025-05-08 14:55:32";"2025-05-08 14:55:32";""
397;"SL 395 - Esteban Adaro y Tomolasta";1;2;397;"2025-05-08 15:08:14";"2025-05-08 15:08:14";""
398;"SL 396 - Av. Teniente Celi y Santa Fe";1;4;398;"2025-05-08 15:09:35";"2025-05-08 15:09:35";""
399;"SL 397 - Ruta 146 Puente Peatonal";1;11;399;"2025-05-08 15:11:17";"2025-05-08 15:11:17";""
400;"SL 398 - Ciudad del Rosario y Sarmiento";1;2;400;"2025-05-08 15:12:43";"2025-05-08 15:12:43";""
401;"SL 399 - Ayacucho y Pasaje Buen Pastor";1;1;401;"2025-05-08 15:14:00";"2025-05-08 15:14:00";""
402;"SL 400 - Esc. Polo Godoy Rojo";1;18;402;"2025-05-08 15:16:18";"2025-05-08 15:16:18";""
403;"SL 401 - B° 400 Viviendas Sur";1;11;403;"2025-05-08 15:18:35";"2025-05-08 15:18:35";""
404;"SL 403 - Quinto Centenario";1;4;404;"2025-05-08 15:22:41";"2025-05-08 15:22:41";""
405;"SL 404 - Ejercito de los Andes y Inmigrantes";1;6;405;"2025-05-08 15:24:41";"2025-05-08 15:24:41";""
406;"SL 405 - Almirante Brown e Italia";1;6;406;"2025-05-08 15:26:22";"2025-05-08 15:26:22";""
407;"SL 406 - Obispo Orzali y Ciudad del Rosario";1;2;407;"2025-05-08 15:29:30";"2025-05-08 15:29:30";""
408;"SL 407 - Riobamba y Paso de la Patria";1;2;408;"2025-05-08 15:31:01";"2025-05-08 15:31:01";""
409;"SL 408 - B° 208 Viviendas Norte";1;16;409;"2025-05-08 15:33:59";"2025-05-08 15:33:59";""
410;"SL 409 - Vélez Sarsfield y Gabriela Mistral";1;16;410;"2025-05-08 15:36:22";"2025-05-08 15:36:22";""
411;"SL 410 - Acceso Plaza del Cerro";1;7;411;"2025-05-08 15:38:52";"2025-05-08 15:38:52";""
412;"SL 411 - Las Guindas y Av. Fuerte Constitucional";1;7;412;"2025-05-08 15:40:44";"2025-05-08 15:40:44";""
413;"SL 412 - Rotonda La Estrella";1;1;413;"2025-05-08 15:42:51";"2025-05-08 15:42:51";""
414;"SL 413 - Franco Pastore esq Mirador del Cerro";1;17;414;"2025-05-08 15:45:07";"2025-05-08 15:45:07";""
415;"SL 414 - Constitución y Pasaje San Felipe";1;1;415;"2025-05-08 15:50:18";"2025-05-08 15:50:18";""
416;"SL 415 - Av. Lafinur y Balcarce";1;1;416;"2025-05-08 15:51:50";"2025-05-08 15:51:50";""
417;"SL 416 - Ascasubi y Gervasio Escudero";1;3;417;"2025-05-08 15:53:54";"2025-05-08 15:53:54";""
418;"SL 417 - Plaza Villegas y Tierra";1;18;418;"2025-05-08 15:56:26";"2025-05-08 15:56:26";""
419;"SL 418 - Acceso B° Mirador del Portezuelo";1;18;419;"2025-05-08 15:58:26";"2025-05-08 15:58:26";""
420;"SL 419 - Plaza Estrella del Sur";1;11;420;"2025-05-08 16:03:04";"2025-05-08 16:03:04";""
421;"SL 420 - Perito Moreno y Salvador Segado";1;3;421;"2025-05-08 16:10:09";"2025-05-08 16:10:09";""
422;"SL 421 - La Pampa y Riobamba";1;2;422;"2025-05-08 16:11:29";"2025-05-08 16:11:29";""
423;"SL 422 - Corredor Eva Perón - Rotonda Terrazas";1;20;423;"2025-05-08 16:14:02";"2025-05-08 16:14:02";""
424;"SL 423 - Corredor Eva Perón y Falucho";1;6;424;"2025-05-08 16:16:00";"2025-05-08 16:16:00";""
425;"SL 424 - Mendoza y Belgrano";1;4;425;"2025-05-08 18:38:02";"2025-05-08 18:38:02";""
426;"SL 425 - Rotonda B° Primero de Mayo";1;4;426;"2025-05-08 18:39:45";"2025-05-08 18:39:45";""
427;"SL 426 - Chacho Peñaloza y Raúl Alfonsín";1;20;427;"2025-05-08 18:41:29";"2025-05-08 18:41:29";""
428;"SL 427 - Frola y Clavel del Aire";1;17;428;"2025-05-08 18:43:12";"2025-05-08 18:43:12";""
429;"SL 428 - Pablo Lucero y Río Quinto";1;17;429;"2025-05-08 18:44:45";"2025-05-08 18:44:45";""
430;"SL 429 - José Zavala y Florencio Navarro";1;3;430;"2025-05-08 18:46:27";"2025-05-08 18:46:27";""
431;"SL 430 - B° 400 Viviendas del Sur - Espacios Verdes";1;11;431;"2025-05-08 18:48:39";"2025-05-08 18:48:39";""
432;"SL 431 - Av. San Julián y Av. Justo Daract";1;16;432;"2025-05-08 18:50:54";"2025-05-08 18:50:54";""
433;"SL 432 - Autopista Serranías Puntanas y Ruta 3";1;18;433;"2025-05-08 18:52:29";"2025-05-08 18:52:29";""
434;"SL 433 - Autódromo Rosendo Hernández";1;11;434;"2025-05-08 18:54:02";"2025-05-08 18:54:02";""
435;"SL 434 - Honduras y República Dominicana";1;6;435;"2025-05-08 18:56:28";"2025-05-08 18:56:28";""
436;"SL 435 - Martín Güemes y Peatonal 8";1;6;436;"2025-05-08 18:58:44";"2025-05-08 18:58:44";""
437;"SL 436 - Almirante Brown y Av. Justo Daract";1;6;437;"2025-05-08 19:00:20";"2025-05-08 19:00:20";""
438;"SL 437 - Pedernera y Plaza Procrear";1;4;438;"2025-05-08 19:02:29";"2025-05-08 19:02:29";""
439;"SL 438 - José María Gatica y 9 de Julio";1;4;439;"2025-05-08 19:04:07";"2025-05-08 19:04:07";""
440;"SL 439 - 25 de Mayo e Intendente Bautista Picco";1;4;440;"2025-05-08 19:06:03";"2025-05-08 19:06:03";""
441;"SL 440 - 25 de Mayo y Caseros";1;1;441;"2025-05-08 19:07:58";"2025-05-08 19:07:58";""
442;"SL 441 - Colón y 25 de Mayo";1;1;442;"2025-05-08 19:09:19";"2025-05-08 19:09:19";""
443;"SL 442 - Buenos Aires y Colón";1;1;443;"2025-05-08 19:10:34";"2025-05-08 19:10:34";""
444;"SL 443 - 25 de Mayo e Ituzaingo";1;1;444;"2025-05-08 19:11:50";"2025-05-08 19:11:50";""
445;"SL 444 - Pringles e Ituzaingo";1;1;445;"2025-05-08 19:13:13";"2025-05-08 19:13:13";""
446;"SL 445 - Maipú y Lavalle";1;1;446;"2025-05-08 19:14:53";"2025-05-08 19:14:53";""
447;"SL 446 - Maipú y Bolívar";1;1;447;"2025-05-08 19:16:12";"2025-05-08 19:16:12";""
448;"SL 447 - Colón y Las Heras";1;1;448;"2025-05-08 19:17:45";"2025-05-08 19:17:45";""
449;"SL 448 - San Juan y Tomas Jofre";1;2;449;"2025-05-08 19:19:28";"2025-05-08 19:19:28";""
450;"SL 449 - Las Heras y La Rioja";1;2;450;"2025-05-08 19:20:45";"2025-05-08 19:20:45";""
451;"SL 450 - Tomas Jofre y Av. Lafinur";1;1;451;"2025-05-08 19:22:29";"2025-05-08 19:22:29";""
452;"SL 451 - Falucho y Pedernera";1;1;452;"2025-05-08 19:23:28";"2025-05-08 19:23:28";""
453;"SL 452 - Falucho y Belgrano";1;1;453;"2025-05-08 19:25:09";"2025-05-08 19:25:09";""
454;"SL 453 - La Rioja y Ayacucho";1;2;454;"2025-05-08 19:26:47";"2025-05-08 19:26:47";""
455;"SL 454 - Ayacucho y General Paz";1;1;455;"2025-05-08 19:28:23";"2025-05-08 19:28:23";""
456;"SL 455 - Juan W. Gez y La Madrid";1;2;456;"2025-05-08 19:31:00";"2025-05-08 19:31:00";""
457;"SL 456 - Gobernador Alric y 2 de Abril";1;2;457;"2025-05-08 19:32:45";"2025-05-08 19:32:45";""
458;"SL 457 - Carlos Pellegrini y Luciano Guadanini";1;2;458;"2025-05-08 19:34:26";"2025-05-08 19:34:26";""
459;"SL 458 - Nogolí y Tobar García";1;2;459;"2025-05-08 19:36:00";"2025-05-08 19:36:00";""
460;"SL 459 - Alto Bella Vista";1;19;460;"2025-05-08 19:37:31";"2025-05-08 19:37:31";""
461;"SL 460 - Salvador Segado y José Zabala";1;3;461;"2025-05-08 19:40:19";"2025-05-08 19:40:19";""
462;"SL 461 - Rafael Obligado y Granaderos Navarro";1;3;462;"2025-05-08 19:45:49";"2025-05-08 19:45:49";""
463;"SL 462 - Luis Becerra y Juan Molina";1;3;463;"2025-05-09 09:19:10";"2025-05-09 09:19:10";""
464;"SL 463 - Av. Lafinur Lado sur Rotonda";1;11;464;"2025-05-09 09:20:50";"2025-05-09 09:20:50";""
465;"SL 464 - Boulevard lado Sur Autopista Serranías Puntanas";1;18;465;"2025-05-09 09:24:58";"2025-05-09 09:24:58";""
466;"SL 465 - Int Garro Zoilo y Int Carlos Arias (Fija)";1;4;466;"2025-05-09 09:26:59";"2025-05-09 09:26:59";""
467;"SL 466 - Ruta 146 y Boulevard Unión";1;11;467;"2025-05-09 09:28:25";"2025-05-09 09:28:25";""
